s-image src,LINK,DESCRIPTION,RATING,REVIEW,OFFER PRICE,ACTUAL PRIC,DISCOUNT
https://m.media-amazon.com/images/I/61SHWz8Ub5L._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=5&,"FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Dark Grey ,Oxford Fabric)",4.4 out of 5 stars,"1,567","? 1,499.00","RS 2,999",(50% off)
https://m.media-amazon.com/images/I/611asJZi7OS._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=6&,Northzone Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office (Black) 40L,4.1 out of 5 stars,43,? 569.00,"RS 1,599",(64% off)
https://m.media-amazon.com/images/I/71mIhbHBRtL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=6&,Cosmus ACE Casual Navy 45 cm 22 Ltr Laptop Backpack Bag,3.9 out of 5 stars,120,? 718.00,"RS 1,615",(56% off)
https://m.media-amazon.com/images/I/81dUF6OijLL._AC_UY218_.jpg,https://www.amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09SHTBFQF/ref=sr_1_83?,"SIDRUM DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black-Large)",4.4 out of 5 stars,810,? 949.00,"RS 1,499",(37% off)
https://m.media-amazon.com/images/I/815ZbFl1sdL._AC_UY218_.jpg,https://www.amazon.in/ALIZA-Womens-Tote-Bag-Black/dp/B08JJ8RQNR/ref=sr_1_84?,ALIZA Women's Tote Bag,4.0 out of 5 stars,"7,624",? 403.00,"RS 1,490",(73% off)
https://m.media-amazon.com/images/I/71B9yD-tdNL._AC_UY218_.jpg,https://www.amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_85?,"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",3.8 out of 5 stars,"9,820",? 489.00,"RS 2,000",(76% off)
https://m.media-amazon.com/images/I/41nlmLqI2PL._AC_UY218_.jpg,https://www.amazon.in/Backpack-Business-Resistant-Computer-Notebook/dp/B07GLRSVNZ/ref=sr_1_86?,OPTIMA Laptop Backpack of OPT-262/263/273/274/1395/1396,3.9 out of 5 stars,"4,595",? 399.00,"RS 1,399",(71% off)
https://m.media-amazon.com/images/I/61mvvYqxAAL._AC_UY218_.jpg,https://www.amazon.in/BROGBUS-Business-Messenger-Sling-10-05inch/dp/B09QLD9GJY/ref=sr_1_87?,BROGBUS Leather Men Bag Business Messenger,4.1 out of 5 stars,367,? 989.00,"RS 1,499",(34% off)
https://m.media-amazon.com/images/I/71oTNUSNGEL._AC_UY218_.jpg,https://www.amazon.in/American-Tourister-Polypropylene-FO1-002/dp/B08CS9NC8Y/ref=sr_1_88?,American Tourister Ivy Polypropylene 68 cms Black Hardsided Check-in Luggage (FO1 (0) 09 002),4.2 out of 5 stars,"8,510","? 3,899.00","RS 7,900",(51% off)
https://m.media-amazon.com/images/I/71ghDQNr4GL._AC_UY218_.jpg,https://www.amazon.in/Genie-Ltrs-School-Backpack-CAMELLIA17SBPIN/dp/B07QHMKHWH/ref=sr_1_89?,"Genie Camellia School Bag for Girls, 17 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls",4.2 out of 5 stars,"2,866",? 684.00,"RS 2,339",(71% off)
https://m.media-amazon.com/images/I/91jZKY6x8yL._AC_UY218_.jpg,https://www.amazon.in/HP-Lightweight-300-Grey-Backpack/dp/B08CY44PVD/ref=sr_1_90?,HP Lightweight 300 Grey Laptops Backpack with Crafted Cable Pass Through and Padded Shoulder Straps,4.1 out of 5 stars,67,"? 1,002.00","RS 2,499",(60% off)
https://m.media-amazon.com/images/I/61bcWVZ74SL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=6&,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,4.0 out of 5 stars,195,? 631.00,"RS 1,599",(61% off)
https://m.media-amazon.com/images/I/51+fkH3Mh+L._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=6&,Zilant Large 40L Laptop Backpack MultiPurpose Laptop Bag With RainCover For Men & Women Multipurpose Bag,3.4 out of 5 stars,18,? 799.00,"RS 3,999",(80% off)
https://m.media-amazon.com/images/I/61v0-iGlR1L._AC_UY218_.jpg,https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_93?,Lenovo Slim Everyday Backpack,4.4 out of 5 stars,"2,631",? 839.00,,
https://m.media-amazon.com/images/I/81Yjmayg+ZL._AC_UY218_.jpg,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_94?,"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",4.3 out of 5 stars,"9,226",? 565.00,"RS 1,199",(53% off)
https://m.media-amazon.com/images/I/71YVEm51JaS._AC_UY218_.jpg,https://www.amazon.in/YuvKuz-TM-Infocus-Digitizer-Assembly/dp/B07MXNWTB2/ref=sr_1_95?95,Lavie Women's Nova Tote Bag | Ladies Purse Handbag,4.2 out of 5 stars,"7,318",? 824.00,"RS 2,499",(67% off)
https://m.media-amazon.com/images/I/91yXbVN16ML._AC_UY218_.jpg,https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_96,"Trajectory Sigma Brown Elegant Vegan Leather Crossbody Messenger Office Bag for upto 15.6 Inch Laptop , MacBook , Notebook with Multiple Compartment Shoulder & Handbag for Men & Women with 2 Years Warranty",4.2 out of 5 stars,338,"? 1,399.00","RS 2,500",(44% off)
https://m.media-amazon.com/images/I/81BNscOtMcL._AC_UY218_.jpg,https://www.amazon.in/ASTRID-Black-Textured-Laptop-Accessory/dp/B09Z2G37YY/ref=sr_1_97,ASTRID Women's 17'' Black and White Textured Laptop Bag With Accessory Pouch,3.9 out of 5 stars,55,? 999.00,"RS 1,999",(50% off)
https://m.media-amazon.com/images/I/61SHWz8Ub5L._AC_UY218_.jpg,https://www.amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LF4RT5/ref=sr_1_98,"FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Dark Grey ,Oxford Fabric)",4.4 out of 5 stars,"1,567","? 1,499.00","RS 2,999",(50% off)
https://m.media-amazon.com/images/I/81xQrNTXWbL._AC_UY218_.jpg,https://www.amazon.in/Protecta-Professional-15-6-inch-Briefcase-Geometric/dp/B07GNCRCP4/ref=sr_1_99,Protecta The Professional Laptop Bag Briefcase for Laptops with Screen Size Up to 15.6 Inch (Black & Indian Geometric Print),4.4 out of 5 stars,"1,382",? 699.00,"RS 1,299",(46% off)
https://m.media-amazon.com/images/I/911M6cWFuWL._AC_UY218_.jpg,https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB/ref=sr_1_100,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,4.4 out of 5 stars,"2,527",? 999.00,"RS 1,999",(50% off)
https://m.media-amazon.com/images/I/41aXDaLkWYL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=6,Satellite Polyester 35 Litre Blue Casual Laptop Backpack with rain Cover and 3 Zip for Men and Women with Rain Cover.,4.0 out of 5 stars,191,? 799.00,"RS 1,599",(50% off)
https://m.media-amazon.com/images/I/71qhSNo2hwL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=6,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & A. Blue 1000),4.3 out of 5 stars,"7,643","? 1,424.00","RS 3,200",(56% off)
https://m.media-amazon.com/images/I/61NFbO3XKRL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=7,"Wenger Quadma ML 16 Inch Laptop Backpack in Black (22 Litres)-blend of style & function, Swiss designed, 612019",3.7 out of 5 stars,13,"? 1,912.00","RS 2,250",(15% off)
https://m.media-amazon.com/images/I/71zkweCPbVS._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=7,COSMUS Osaka 15.6 Inch Laptop Backpack,4.2 out of 5 stars,707,"? 1,215.00","RS 2,739",(56% off)
https://m.media-amazon.com/images/I/911M6cWFuWL._AC_UY218_.jpg,https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB/ref=sr_1_99,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,4.4 out of 5 stars,"2,527",? 999.00,"RS 1,999",(50% off)
https://m.media-amazon.com/images/I/71jEy8M7rWL._AC_UY218_.jpg,https://www.amazon.in/F-Gear-Tycoon-Laptop-Backpack/dp/B071XJ6XV5/ref=sr_1_100,F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black),4.4 out of 5 stars,202,"? 1,168.00","RS 2,740",(57% off)
https://m.media-amazon.com/images/I/716kOV7+5wL._AC_UY218_.jpg,https://www.amazon.in/ADISA-SL5013-black-women-girls/dp/B07DVM41CW/ref=sr_1_101,ADISA Women's Sling Bag,4.0 out of 5 stars,"2,083",? 495.00,"RS 1,499",(67% off)
https://m.media-amazon.com/images/I/61Sv-BShAmL._AC_UY218_.jpg,https://www.amazon.in/Wesley-briefcase-professional-Briefcase-messenger/dp/B0BJVDN7VT/ref=sr_1_102,Wesley office Laptop Bag briefcase notebook professional business 15.6 Inch Briefcase messenger sling Water resistant Laptop Bag Tablet Business Carrying Handbag for Women and Men (Charcoal Black),4.0 out of 5 stars,"1,064",? 471.00,RS 999,(53% off)
https://m.media-amazon.com/images/I/91VmSIbpHfL._AC_UY218_.jpg,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_103,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,4.4 out of 5 stars,"3,057",? 999.00,"RS 2,199",(55% off)
https://m.media-amazon.com/images/I/81O8eJsv+nL._AC_UY218_.jpg,https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES/ref=sr_1_104,Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),4.3 out of 5 stars,"3,184","? 1,695.00","RS 1,999",(15% off)
https://m.media-amazon.com/images/I/916pJFRDRyL._AC_UY218_.jpg,https://www.amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_105,Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,3.6 out of 5 stars,343,? 589.00,"RS 1,799",(67% off)
https://m.media-amazon.com/images/I/91Kb+ZVxMdL._AC_UY218_.jpg,https://www.amazon.in/ADISA-SL5038-women-girls-sling/dp/B08Q4FHQLN/ref=sr_1_106,ADISA Women's Sling Bag,4.0 out of 5 stars,"2,561",? 575.00,"RS 1,499",(62% off)
https://m.media-amazon.com/images/I/71jqHY3YZaL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=7&,Large 45L Laptop Backpack Unisex Backpack |School Bag| |College Bag Blufin Bags,3.9 out of 5 stars,47,? 639.00,"RS 1,999",(68% off)
https://m.media-amazon.com/images/I/91Ycg644RHL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=7,The Clownfish Maverick Backpack 40 liters |15.6 inch Laptop Backpack | Travel Bag,4.2 out of 5 stars,740,"? 1,399.00","RS 3,990",(65% off)
https://m.media-amazon.com/images/I/61LuM94vO3L._AC_UY218_.jpg,https://www.amazon.in/House-Quirk-Hanging-Toiletry-Organizer/dp/B072MH8KBB/ref=sr_1_109,"House of Quirk Hanging Travel Toiletry Bag, Waterproof Dopp Kit for Shaving Makeup Accessories, Men Cosmetic Organizer with Large Capacity, for Gym, Camping - Black",4.0 out of 5 stars,"1,922",? 399.00,RS 999,(60% off)
https://m.media-amazon.com/images/I/61t79SGQO5L._AC_UY218_.jpg,https://www.amazon.in/Lavie-Spring-Summer-Womens-Sling/dp/B081KGQ3M4/ref=sr_1_110,Lavie Women's Medium Mamo Dome Sling Bag | Ladies Purse Handbag | Crossbody Sling Strap,4.0 out of 5 stars,"1,372",? 658.00,"RS 2,999",(78% off)
https://m.media-amazon.com/images/I/81Toq3UrjqL._AC_UY218_.jpg,https://www.amazon.in/F-Gear-Enzo-Red-Sports-Waist-Bag/dp/B0862LF7HS/ref=sr_1_111,F Gear Enzo Sports Waist Bag (.Red),4.2 out of 5 stars,751,? 197.00,RS 740,(73% off)
https://m.media-amazon.com/images/I/61L+2HeKv-S._AC_UY218_.jpg,https://www.amazon.in/Lavie-Broxa-Flap-Womens-Sling/dp/B08QTF8RPM/ref=sr_1_112,Lavie Women's Broxa Flap Over Sling Bag | Ladies Purse Handbag,4.2 out of 5 stars,"5,531","? 1,217.00","RS 3,199",(62% off)
https://m.media-amazon.com/images/I/61MUbvslk2L._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ/ref=sr_1_113,Lenovo Casual Laptop Backpack B210 15.6-inch(39.6cm) Water Repellent Black,4.2 out of 5 stars,"53,053","? 1,011.00","RS 1,790",(44% off)
https://m.media-amazon.com/images/I/6144hnfQ3UL._AC_UY218_.jpg,https://www.amazon.in/Genie-Unicorn-School-Bags-Girls/dp/B09N9LYY8X/ref=sr_1_114,"Genie Unicorn School Bags for Girls - 3 compartments | Stylish and Trendy College Bag for Girls | Easy to Carry Backpacks for Women, Unicorn design. Latest Collection. (Pink)",4.4 out of 5 stars,161,? 999.00,"RS 2,339",(57% off)
https://m.media-amazon.com/images/I/71PcKHG6byL._AC_UY218_.jpg,https://www.amazon.in/ShopyVid%C2%AE-Leather-Stylish-Trending-Backpack/dp/B08336HQ18/ref=sr_1_115,ShopyVid ® Women's PU Leather Stylish and Trending Backpack for College Office Travel Purse (Black),3.6 out of 5 stars,"2,807",? 343.00,"RS 1,126",(70% off)
https://m.media-amazon.com/images/I/91FK74bRReL._AC_UY218_.jpg,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758/ref=sr_1_116,Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,4.4 out of 5 stars,"1,404","? 1,049.00","RS 2,199",(52% off)
https://m.media-amazon.com/images/I/81O67yTvaJL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=7,Medium 35L Backpack Laptop Backpack UNISEX LIGHTWEIGHT BACKPACK FOR COLLEGE & OFFICE,4.3 out of 5 stars,6,? 499.00,"RS 2,199",(77% off)
https://m.media-amazon.com/images/I/41NOB7xekTL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=7,HEROZ Combo of Hammer & Young Gym bgas Unisex Nylon 45 L+22 L Travel Laptop Backpack Yoga Swimming Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Grey & Navy Blue),4.1 out of 5 stars,405,"? 1,899.00","RS 4,105",(54% off)
https://m.media-amazon.com/images/I/61QpCqz5voL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=8,"uppercase 14 Ltrs Medium (14.6 inch) Laptop Backpack 2100EBP1 Roll Top Office - College 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",4.2 out of 5 stars,108,"? 1,000.00","RS 1,900",(47% off)
https://m.media-amazon.com/images/I/71H9CsranpL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=8,Satellite Polyester 35 Litre Blue Casual Laptop Backpack with rain Cover and 3 Zip for Men and Women with Rain Cover.,4.0 out of 5 stars,191,? 799.00,"RS 1,999",(60% off)
https://m.media-amazon.com/images/I/71WcpwMSqPL._AC_UY218_.jpg,https://www.amazon.in/BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK/ref=sr_1_115,Bennett™ Mystic Unisex Adult Men's Laptop Bag 15.6 inch Side Shoulder Briefcase Satchel Messenger Business Bags for Men & Women Front Pocket for Laptop Accessories - Black (6 Month Warranty),4.1 out of 5 stars,"4,860",? 512.00,"RS 1,499",(66% off)
https://m.media-amazon.com/images/I/91weq3mK2TL._AC_UY218_.jpg,https://www.amazon.in/American-Tourister-27O-70-003/dp/B073XL19QZ/ref=sr_1_116,American Tourister Jamaica 80CM Wine RED Soft Suitcase,4.3 out of 5 stars,"5,236","? 5,499.00","RS 10,800",(49% off)
https://m.media-amazon.com/images/I/61y44L709aL._AC_UY218_.jpg,https://www.amazon.in/Aavishkar-Polyster-Weight-Laptop-Backpack/dp/B08DLL3794/ref=sr_1_117,Truvic Polyster Black Light Weight Laptop Bag 30 ltrs Laptop Backpack for Upto 15.6 inch Laptop (Black),3.4 out of 5 stars,629,? 599.00,RS 899,(33% off)
https://m.media-amazon.com/images/I/61Kz7ZsUR3L._AC_UY218_.jpg,https://www.amazon.in/PALAY%C2%AE-Crossbody-Mobile-Leather-Shoulder/dp/B09GYGRB56/ref=sr_1_113,PALAY Women's Small Cross-Body Phone Bag Stylish PU Leather Mobile Cell Phone Holder Pocket Purse Wallet Sling Bag Mini Shoulder Bags,4.3 out of 5 stars,"1,041",? 784.00,"RS 1,223",(36% off)
https://m.media-amazon.com/images/I/51seLojGjCL._AC_UY218_.jpg,https://www.amazon.in/15-6-inch-Briefcase-Resistant-Waterproof-Compatible/dp/B0966F821Q/ref=sr_1_114,"SABUZ BAG 15.6-inch Laptop Computer Briefcase,Water Resistant, Business Bag with Waterproof Zipper,Shoulder Bag Handbag,Compatible with laptop MacBook Notebook,for MeN&Women GREY",3.7 out of 5 stars,214,? 749.00,"RS 3,699",(80% off)
https://m.media-amazon.com/images/I/81md8iNlhcS._AC_UY218_.jpg,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07SYJL1P7/ref=sr_1_115,Hidesign Women Sling Bag (Blue),4.4 out of 5 stars,103,"? 1,999.00","RS 4,695",(57% off)
https://m.media-amazon.com/images/I/61mA4JpzseL._AC_UY218_.jpg,https://www.amazon.in/Hilfiger-Joshua-Backpack-TH-JOSHUALAP01/dp/B07N8GRWTZ/ref=sr_1_116,Tommy Hilfiger Joshua 15 inch 21 Ltrs Light Grey Laptop Backpack (TH/JOSHUALAP07),3.9 out of 5 stars,364,"? 2,239.00","RS 3,199",(30% off)
https://m.media-amazon.com/images/I/918DJfyv9rL._AC_UY218_.jpg,https://www.amazon.in/Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6/ref=sr_1_117,Gear Casual Backpack,3.8 out of 5 stars,"2,040",? 429.00,RS 999,(57% off)
https://m.media-amazon.com/images/I/7128D8-vowL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=8,EUME Crystal 22L Laptop Backpack for Everyday College & Office | Water Resistance | Fit Up to 14-inch Laptop Daypacks | Grey Color,4.4 out of 5 stars,203,"? 1,994.00","RS 2,999",(34% off)
https://m.media-amazon.com/images/I/91rFORBJVkL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=8,Zilant Large 40L Laptop Backpack MultiPurpose Laptop Bag With RainCover For Men & Women Multipurpose Bag,3.4 out of 5 stars,18,? 799.00,"RS 3,999",(80% off)
https://m.media-amazon.com/images/I/712HIkJm8NS._AC_UY218_.jpg,https://www.amazon.in/Lavie-Malgana-Womens-Tote-Black/dp/B07PKHC72N/ref=sr_1_120,Lavie Women's Malnov Tote Bag | Ladies Purse Handbag,4.1 out of 5 stars,"4,826","? 1,013.00","RS 2,490",(59% off)
https://m.media-amazon.com/images/I/91XQHRdYr0L._AC_UY218_.jpg,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Purple/dp/B07T97R1H1/ref=sr_1_121,Isle Locada by Hidesign Women's SLING BAG(AUBERGINE/AUBERG),4.5 out of 5 stars,341,"? 1,599.00","RS 3,995",(60% off)
https://m.media-amazon.com/images/I/71nMRqxfb6L._AC_UY218_.jpg,https://www.amazon.in/F-Gear-Enzo-Black-Blue-Waist-Bag/dp/B0862LXJYT/ref=sr_1_122,F Gear Enzo Sports Waist Bag (.Black Blue),4.2 out of 5 stars,"1,086",? 212.00,RS 740,(71% off)
https://m.media-amazon.com/images/I/41evTxhOQgL._AC_UY218_.jpg,https://www.amazon.in/Polyester-Avengers-Captain-America-Backpack/dp/B01M7R5KMW/ref=sr_1_123,AUXTER Red Polyester Avenger Captain America Shield school Bag casual Backpack Daypack,4.4 out of 5 stars,"3,276",? 529.00,"RS 1,250",(58% off)
https://m.media-amazon.com/images/I/61odaW2PSyL._AC_UY218_.jpg,https://www.amazon.in/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H/ref=sr_1_124,Safari Seek 45 Ltrs Overnighter Expandable Travel Laptop Backpack,4.5 out of 5 stars,"6,427","? 1,949.00","RS 5,099",(62% off)
https://m.media-amazon.com/images/I/81xCBC3ffaL._AC_UY218_.jpg,https://www.amazon.in/F-Gear-Raider-Marpat-Navy-Backpack/dp/B07F1157TV/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1675405091&sprefix=ba%2Caps%2C283&sr=8-125,F Gear Raider 30 Liter Backpack with Rain Cover (.Marpat Navy Digital Camo),4.2 out of 5 stars,"2,869",? 822.00,"RS 1,980",(58% off)
https://m.media-amazon.com/images/I/81otKhi9EFL._AC_UY218_.jpg,https://www.amazon.in/Pigeon-Breast-Milk-Storage-Pieces/dp/B01M5DGMZ9/ref=sr_1_126,"Pigeon Breast Milk Storage Bag,Secure Seal & easy Storage,Hygienic Breast Milk Storage,Leak Proof,Zipper Zeal Breast Milk Storage,5 pcs",4.3 out of 5 stars,442,? 115.00,RS 148,(22% off)
https://m.media-amazon.com/images/I/514a8DcO0KL._AC_UY218_.jpg,https://www.amazon.in/Baggit-Womens-Satchel-Handbag-Grey/dp/B098TKJG1L/ref=sr_1_127,Baggit Women's Sling Bag (Grey),4.3 out of 5 stars,778,? 837.00,"RS 1,690",(50% off)
https://m.media-amazon.com/images/I/51t3+g8ucnL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=8,"GoHustle Business Class Convertible Laptop Backpack Bag | Waterproof Raincover | 30L, Upto 17 inch laptop bag, Keyholder & Organizer, Black Color",4.0 out of 5 stars,7,"? 1,650.00","RS 2,990",(45% off)
https://m.media-amazon.com/images/I/61xjhO1-rKL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=8,FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Light Grey Oxford Fabric),4.4 out of 5 stars,"1,567","? 1,499.00","RS 2,999",(50% off)
https://m.media-amazon.com/images/I/91+U9LjusGL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=9,Satellite Polyester 35 Litre Blue Casual Laptop Backpack with rain Cover and 3 Zip for Men and Women with Rain Cover.,4.0 out of 5 stars,191,? 799.00,"RS 1,999",(60% off)
https://m.media-amazon.com/images/I/91cNwfOm-ML._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=9,Wenger 27 Litre 46 Cms CRANGO Laptop Backpack 612031 Black Camo,2.0 out of 5 stars,1,"? 1,691.00","RS 1,990",(15% off)
https://m.media-amazon.com/images/I/A19l5ps-+HL._AC_UY218_.jpg,https://www.amazon.in/Gear-Beige-Casual-Backpack-BKPTRMP520522/dp/B00VWM11HQ/ref=sr_1_131,Gear Triumph 26L Water Resistant School Bag//Backpack/College Bag for Men/Women - Navy Blue,4.2 out of 5 stars,"5,375",? 799.00,"RS 1,399",(43% off)
https://m.media-amazon.com/images/I/71x5kPXGR5L._AC_UY218_.jpg,https://www.amazon.in/Rabbit-Caramello-Backpack-Multi-Function-Waterproof/dp/B07FHXNPCH/ref=sr_1_132,"R for Rabbit Caramello Delight Diaper Bag Backpack -Multi-Function Waterproof Mother Bag for Travel with Baby - Large Capacity, Durable and Stylish.(Grey Black)",4.4 out of 5 stars,790,"? 1,999.00","RS 2,691",(26% off)
https://m.media-amazon.com/images/I/71mNbwzFXPL._AC_UY218_.jpg,https://www.amazon.in/Veneer-Business-Briefcase-Resistant-Messenger/dp/B08Z619V6Z/ref=sr_1_133,"Veneer Laptop Bag 15.6 Inch, Business Briefcase for Men Women, 15inch Water Resistant Messenger Shoulder Bag with Strap, Durable Office Bag, for Computer/Notebook/MacBook",4.2 out of 5 stars,"2,883","? 1,055.00","RS 2,399",(56% off)
https://m.media-amazon.com/images/I/71rQCQN-U6L._AC_UY218_.jpg,https://www.amazon.in/Chic-Buddy-Waterproof-Swimsuits-Toiletries/dp/B09KSBHC18/ref=sr_1_134,"Chic Buddy Waterproof Wet Bag, Washable, Reusable for Travel, Beach, Pool, Stroller, Diapers, Dirty Gym Clothes, Wet Swimsuits, Toiletries",4.5 out of 5 stars,256,? 299.00,RS 599,(50% off)
https://m.media-amazon.com/images/I/91y8lUVpsRL._AC_UY218_.jpg,https://www.amazon.in/ASTRID-Womens-Round-Sling-Pompoms/dp/B08VS8JBNK/ref=sr_1_135,ASTRID Women's Round Sling Bag with Pompoms (Brown),4.4 out of 5 stars,295,? 499.00,RS 999,(50% off)
https://m.media-amazon.com/images/I/91lY+tu5B9L._AC_UY218_.jpg,https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_136,"Tabelito® Casual Laptop Bag 15.6inch (39.6 cm) , 25 LTR Office College School Bags Business Travel Backpack for Men Women Water Resistant Bags(BLACK)",4.2 out of 5 stars,"1,499",? 549.00,"RS 1,799",(69% off)
https://m.media-amazon.com/images/I/51yLMxZu5wS._AC_UY218_.jpg,https://www.amazon.in/Gear-Training-Travel-Black-Grey-DUFCRSTNG0104/dp/B098FFTDKT/ref=sr_1_137,Gear Polyester 23 Cms Travel Bag(DUFCRSTNG0104_Black),4.3 out of 5 stars,"1,860",? 539.00,"RS 1,299",(59% off)
https://m.media-amazon.com/images/I/91zfrAZV2pL._AC_UY218_.jpg,https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_138,TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007-PARENT,4.4 out of 5 stars,"6,735","? 2,380.00",,
https://m.media-amazon.com/images/I/51Kl+XUr6DL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=9,"uppercase 14 Ltrs Medium (14.6 inch) Laptop Backpack 2100EBP1 Roll Top Office - College 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",4.2 out of 5 stars,108,"? 1,350.00","RS 1,900",(29% off)
https://m.media-amazon.com/images/I/71wFu8sJkYL._AC_UY218_.jpg,https://www.amazon.in/s?k=bags&page=9,"Kickonn casual backpack Laptop Bag/Backpack for Men Women Boys Girls/Office ,School College with Rain Cover",3.6 out of 5 stars,62,? 599.00,RS 999,(40% off)
https://m.media-amazon.com/images/I/51KS3zm+1hS._AC_UY218_.jpg,https://www.amazon.in/House-Quirk-Electronics-Accessories-Organizer/dp/B07MMGBD1J/ref=sr_1_141,"House of Quirk Electronics Accessories Organizer Bag, Universal Carry Travel Gadget Bag for Cables, Plug and More, Perfect Size Fits for Pad Phone Charger Hard Disk - Dark Blue",4.3 out of 5 stars,"6,468",? 499.00,RS 999,(50% off)
